sp1	sp2	true	method	dist	clade	portion
G000756735	G000295935	302.68768750999993	D2star	127.05269148163512	11	backbone
G001462305	G900089575	286.0949841099999	D2star	282.78401315998974	11	backbone
G001567185	G001799975	267.11391006	D2star	186.56093238210772	11	backbone
G001643615	G001796285	244.9384263	D2star	136.98432787072898	11	backbone
G000270445	G000270385	0.02429795	D2star	0.0664716240805956	11	backbone
G001799565	G001796255	257.73508712	D2star	212.3735308893083	11	backbone
G001464115	G000298515	153.34862325	D2star	146.84187863090403	11	backbone
G001804005	G000242635	239.80243905	D2star	172.62118022623102	11	backbone
G001724455	G001604585	303.65780496	D2star	251.0237537693699	11	backbone
G001805365	G000422585	259.91460053000003	D2star	219.37004449674552	11	backbone
G000379805	G001803165	208.77383108	D2star	186.67663915086845	11	backbone
G001803975	G001799795	225.94384733	D2star	189.62674554286812	11	backbone
G001803345	G001267955	213.03605783	D2star	193.2186499112312	11	backbone
G001657315	G001775365	226.19119634	D2star	171.34507607867585	11	backbone
G001917295	G000212735	296.66920763	D2star	184.51816683866323	11	backbone
G001516025	G000437075	256.47284390000004	D2star	226.37072021816695	11	backbone
G001796255	G001577755	291.4905811	D2star	225.0529949307698	11	backbone
G001831055	G001800235	236.50837593000003	D2star	195.43788908760573	11	backbone
G000756735	G000516655	172.98836495	D2star	145.03885085294937	11	backbone
G000406005	G000155695	207.54089568	D2star	206.8096169152321	11	backbone
G000416985	G000423565	142.05501275999998	D2star	151.2145955827027	11	backbone
G000689375	G000212735	178.35267101	D2star	211.64849063326096	11	backbone
G000751535	G001803285	230.84914957	D2star	300.74686469299246	11	backbone
G001830285	G000687395	238.81390254	D2star	209.5807524059113	11	backbone
G000470765	G001805845	248.085467	D2star	243.48866261237745	11	backbone
G000403035	G001805855	230.87150051	D2star	137.37140447125938	11	backbone
G001483135	G000380785	269.2321179	D2star	351.00439105218607	11	backbone
G000425145	G000304635	286.64043248	D2star	389.8793680873944	11	backbone
G900109365	G001442615	136.64962335	D2star	141.07901560838317	11	backbone
G001804105	G001804785	221.63357215	D2star	135.42020543546724	11	backbone
G000024005	G000296795	259.17429317	D2star	143.90259373526325	11	backbone
G000265075	G000298455	314.55690864	D2star	199.61914879613124	11	backbone
G000429465	G001917295	305.52077253	D2star	188.4413754801685	11	backbone
G001804635	G000008725	266.64656022	D2star	235.0720357135318	11	backbone
G000373245	G000155695	277.3094431	D2star	255.65035967420465	11	backbone
G001805575	G001485645	209.18903013	us	207.53853	11	backbone
G000724545	G000382225	154.33460917	us	154.29549	11	backbone
G001828445	G001642875	209.90829895	us	223.1907	11	backbone
G001803075	G001464625	214.62125867	us	198.12666	11	backbone
G000953475	G000687395	256.37650508	us	258.82672	11	backbone
G001577025	G000700865	272.17532693	us	267.90488	11	backbone
G000007205	G000687415	43.75707252	us	43.640198	11	backbone
G002010615	G001803025	234.23803161000004	us	219.32394	11	backbone
G000429465	G000830965	307.72508582	us	303.61716	11	backbone
G000174995	G000980735	281.97233522	us	286.91064	11	backbone
G001796255	G900111145	292.58875148000004	us	291.05432	11	backbone
G000146065	G900109365	244.38980849	us	243.60257	11	backbone
G001828545	G001604605	220.40582642000004	us	227.92842	11	backbone
G900129735	G000397885	232.19775457	us	237.09851	11	backbone
G001642955	G001829035	307.88054527	us	301.4719	11	backbone
G001872105	G000020145	240.15131461	us	259.20068	11	backbone
G001897535	G000373245	142.34131814	us	142.98958	11	backbone
G000832545	G001773465	237.38488491	us	241.47029	11	backbone
G001006065	G001304335	248.68279654	us	246.91963	11	backbone
G001940945	G000173075	137.96186539	us	145.44543	11	backbone
G000723745	G000246855	301.66659895	us	309.08664	11	backbone
G900100765	G001626755	229.60519213	us	229.9011	11	backbone
G900142465	G000007605	284.70296844	us	289.1	11	backbone
G900142545	G001802795	234.94566563	us	234.90347	11	backbone
G900103125	G001825715	272.97793143	us	275.17767	11	backbone
G001873185	G001773425	181.78387545	us	179.31177	11	backbone
G000010305	G001603055	239.32677134	us	240.1529	11	backbone
G000346615	G000011165	299.10755700999994	us	302.43542	11	backbone
G000583875	G000700865	59.49863393999999	us	58.825348	11	backbone
G001802795	G001919105	142.93992086	us	138.42775	11	backbone
G000417845	G001897535	294.20968573	us	296.30127	11	backbone
G000695095	G001805895	239.56973727	us	241.01382	11	backbone
G000346615	G001442925	192.52031435	us	187.00406	11	backbone
G001828535	G001483135	261.52605196	us	267.50323	11	backbone
G000212735	G001536045	204.18668852	us	213.49316	11	backbone
G000296795	G900116565	255.22682453	us	247.1803	11	backbone
G000346425	G000378105	274.63654011000006	us	271.7553	11	backbone
G000258405	G001746835	224.01724281000003	us	222.73866	11	backbone
G000346295	G000011165	283.52387332	us	278.5393	11	backbone
G001800315	G001799575	171.03779269	us	170.89186	11	backbone
G000279145	G000270445	261.49614063	us	260.93314	11	backbone
G001773465	G001577135	220.80145109	us	241.50832	11	backbone
G000429425	G900089545	170.38427141999998	us	174.12805	11	backbone
G000375825	G002011615	242.17024198	us	246.61034	11	backbone
G000330745	G001536045	261.3017226	us	256.18814	11	backbone
G001780805	G001805375	219.80734682	us	217.41246	11	backbone
G000375425	G000374065	196.85216371	us	204.27805	11	backbone
G001623405	G001805605	264.38216826	us	265.1758	11	backbone
G000783305	G001683795	293.32278268	us	304.8896	11	backbone
G001796275	G001604625	244.78986094	us	247.23491	11	backbone
G001804125	G001804065	139.31661566	us	142.87303	11	backbone
G001625515	G001439115	299.01619133	us	298.5343	11	backbone
G001804885	G900089565	285.19694044	us	286.8603	11	backbone
G000382685	G000427965	289.8316969	us	286.5232	11	backbone
G002000245	G900107465	145.83510191	us	141.6185	11	backbone
G001872735	G001940945	204.78993166000004	us	209.90073	11	backbone
G001799925	G001808025	271.76368006	us	276.91333	11	backbone
G900110645	G000181475	283.56435014	us	304.77878	11	backbone
G001746835	G001304015	211.41812974	us	226.0875	11	backbone
G000508025	G900142605	300.09113649999995	us	301.49454	11	backbone
G000756735	G000295935	302.68768750999993	us	297.51862	11	backbone
G001462305	G900089575	286.0949841099999	us	283.81403	11	backbone
G001567185	G001799975	267.11391006	us	252.5982	11	backbone
G001643615	G001796285	244.9384263	us	261.3617	11	backbone
G000270445	G000270385	0.02429795	us	0.025095766	11	backbone
G001799565	G001796255	257.73508712	us	255.05663	11	backbone
G001464115	G000298515	153.34862325	us	153.75311	11	backbone
G001804005	G000242635	239.80243905	us	247.43063	11	backbone
G001724455	G001604585	303.65780496	us	314.49377	11	backbone
G001805365	G000422585	259.91460053000003	us	259.00375	11	backbone
G000379805	G001803165	208.77383108	us	210.64626	11	backbone
G001803975	G001799795	225.94384733	us	227.20758	11	backbone
G001803345	G001267955	213.03605783	us	214.65565	11	backbone
G001657315	G001775365	226.19119634	us	229.4875	11	backbone
G001917295	G000212735	296.66920763	us	293.0373	11	backbone
G001516025	G000437075	256.47284390000004	us	257.56683	11	backbone
G001796255	G001577755	291.4905811	us	290.8534	11	backbone
G001831055	G001800235	236.50837593000003	us	246.7005	11	backbone
G000756735	G000516655	172.98836495	us	171.1892	11	backbone
G000406005	G000155695	207.54089568	us	220.9127	11	backbone
G000416985	G000423565	142.05501275999998	us	148.8923	11	backbone
G000689375	G000212735	178.35267101	us	175.7393	11	backbone
G000751535	G001803285	230.84914957	us	223.57906	11	backbone
G001830285	G000687395	238.81390254	us	241.80646	11	backbone
G000470765	G001805845	248.085467	us	251.17406	11	backbone
G000403035	G001805855	230.87150051	us	248.38521	11	backbone
G001483135	G000380785	269.2321179	us	269.83374	11	backbone
G000425145	G000304635	286.64043248	us	284.92426	11	backbone
G900109365	G001442615	136.64962335	us	133.90312	11	backbone
G001804105	G001804785	221.63357215	us	225.75612	11	backbone
G000024005	G000296795	259.17429317	us	247.17682	11	backbone
G000265075	G000298455	314.55690864	us	312.42474	11	backbone
G000429465	G001917295	305.52077253	us	304.547	11	backbone
G001804635	G000008725	266.64656022	us	271.96683	11	backbone
G000373245	G000155695	277.3094431	us	283.30365	11	backbone
G000012485	G000330745	280.95734795	D2star	231.38024060954797	11	queries
G001508335	G001657315	260.26219027	D2star	183.9229845389229	11	queries
G001796315	G001796285	108.52445752	D2star	66.3315273238875	11	queries
G001625015	G000242635	127.0920594	D2star	198.9964965440952	11	queries
G001610875	G001626675	263.51202857	D2star	264.17187184545213	11	queries
G000786005	G001805605	241.26908344	D2star	243.07661332794183	11	queries
G001898495	G000813665	299.7174627	D2star	279.0031488167441	11	queries
G001308105	G001805895	265.91456246	D2star	137.87418784055052	11	queries
G001625015	G001462345	267.05400556	D2star	258.4331490840396	11	queries
G001424305	G001439535	263.65463123	D2star	212.38851449965145	11	queries
G001469535	G001747105	310.5058733799999	D2star	226.8402066755845	11	queries
G000012485	G900129015	217.87709663	D2star	204.65613913980795	11	queries
G001610875	G000020505	259.92061435999995	D2star	163.68345665656375	11	queries
G000298475	G000330745	283.98244004	D2star	362.82146507612174	11	queries
G001458535	G001917935	234.33854193	D2star	229.5855370595617	11	queries
G002007645	G001747095	266.93864247	D2star	232.26843573377587	11	queries
G001898495	G000416985	152.82151736999998	D2star	145.63320072989288	11	queries
G002007645	G001799565	232.70231052	D2star	214.27478455729008	11	queries
G001983935	G001914875	235.66554376	D2star	108.73189814599137	11	queries
G000786005	G001802895	270.07023214000003	D2star	173.2846211953122	11	queries
G001796315	G000814475	300.8037589	D2star	273.78801999454373	11	queries
G001918525	G000379725	256.90163565	D2star	347.7879093651977	11	queries
G002007645	G001603745	234.11025024000003	D2star	245.3058415778784	11	queries
G001610875	G900101875	287.81583246	D2star	353.8154828371136	11	queries
G001796315	G900129735	282.03738917	D2star	255.07016098480744	11	queries
G001796315	G001804625	250.33704354	D2star	239.3773264187864	11	queries
G001918525	G001442615	268.05147858	D2star	401.3601433014068	11	queries
G000298475	G000025905	238.25870327	D2star	311.1088636680524	11	queries
G002007645	G000011565	244.58671985	D2star	241.1420627480865	11	queries
G000204255	G000020505	269.50220806	D2star	284.8659025748857	11	queries
G001610875	G000402795	293.92787765	D2star	314.6266824074968	11	queries
G002007645	G001580015	228.01022909	D2star	166.63189820296978	11	queries
G000425585	G001007105	311.22706204	D2star	323.74420930128133	11	queries
G001983935	G001870735	281.17243978	D2star	185.52956053682345	11	queries
G000405945	G000515315	258.51773552000003	D2star	172.4630198948315	11	queries
G000218895	G001442855	194.50233545	D2star	207.5238356749205	11	queries
G001469535	G001805805	239.87125422	D2star	288.97557392288303	11	queries
G001824485	G001802045	225.1011884	D2star	388.0080816400989	11	queries
G000204255	G000172155	231.69359766	D2star	241.4500591829172	11	queries
G000204255	G002011685	238.37289485	D2star	226.01777295230693	11	queries
G001983935	G000429465	288.71897644	D2star	268.3481370171966	11	queries
G001610875	G900109895	279.61267916	D2star	325.6920786458861	11	queries
G000417585	G000204135	45.46626918	D2star	42.43857902847882	11	queries
G900142495	G000264605	285.77376627	D2star	159.99332639817362	11	queries
G001983935	G000747525	282.23457003	D2star	256.68755847906687	11	queries
G900129715	G000143765	266.92560144	D2star	203.37670530106544	11	queries
G001308105	G900113665	270.588888	D2star	280.44989963765136	11	queries
G001804315	G001824645	223.84101193	D2star	171.15778094938693	11	queries
G000405945	G000687395	239.36728329	D2star	241.56160383769364	11	queries
G000012485	G001580015	260.82189068	D2star	213.74286639010955	11	queries
G001469535	G001304035	264.30340296	D2star	304.23221894336007	11	queries
G900129715	G001804545	230.94975953	D2star	173.75743734391716	11	queries
G001458535	G900116615	210.5578722	D2star	151.78064308455365	11	queries
G000204255	G001796285	159.46122371	D2star	129.5441329125762	11	queries
G000218895	G000169175	97.96626529	D2star	161.48336320451656	11	queries
G900097105	G000522985	252.22281494	D2star	291.3213413643772	11	queries
G001308105	G001314815	102.72093194	D2star	69.38560332321248	11	queries
G900097105	G001828345	257.65547765	D2star	138.4976725153834	11	queries
G900129715	G000204135	290.95657581	D2star	252.18581599375804	11	queries
G000405945	G000174995	238.47553446	D2star	226.5596801930496	11	queries
G000204255	G001281695	294.2866368399999	D2star	154.9879681207768	11	queries
G001796315	G900111145	298.71696338	D2star	258.87100347517725	11	queries
G900129715	G001777945	224.29005121	D2star	193.4608849451116	11	queries
G001898495	G001799575	275.85167613	D2star	152.17937360423986	11	queries
G000012485	G001871865	248.6761763	D2star	252.6294973444736	11	queries
G000786005	G001824635	257.35374691	D2star	293.7012381405417	11	queries
G001625015	G900110995	138.49338987	D2star	252.38143535101537	11	queries
G900142495	G001625535	293.64643574	D2star	304.00163782863547	11	queries
G000417585	G001799975	255.9700722	D2star	231.48262861355929	11	queries
G001458535	G001802045	205.69814635	D2star	356.0239005171292	11	queries
G900097105	G001999965	256.81650118	D2star	193.827150975721	11	queries
G001824485	G001796285	232.77853568	D2star	136.57560827748068	11	queries
G000204255	G000296795	238.82022167	D2star	170.98546943044113	11	queries
G001625015	G001721645	146.15591106	D2star	211.7475489460849	11	queries
G001308105	G001800245	268.19901066	D2star	154.78152726716058	11	queries
G001424305	G001780805	230.07896633	D2star	182.4004832435032	11	queries
G001308105	G001302245	138.68244864	D2star	179.28305986933873	11	queries
G001804315	G900103665	264.26404871	D2star	186.8098267983628	11	queries
G001308105	G001803075	205.40338712	D2star	125.81487878273458	11	queries
G001625015	G001303225	264.35489339000003	D2star	258.4023494405565	11	queries
G001983935	G000473765	286.98315266	D2star	263.7789682853438	11	queries
G001796315	G001899605	294.28042474999995	D2star	276.8296928941958	11	queries
G001796315	G001997385	264.64771559	D2star	212.07552352803972	11	queries
G000204255	G000372285	238.96822896	D2star	286.2144275057659	11	queries
G900142495	G000204135	293.73850274999995	D2star	304.4353301057889	11	queries
G001424305	G000747525	84.01993825	D2star	92.34981750418714	11	queries
G001458535	G001485625	6.65586968	D2star	4.301303400057787	11	queries
G000218895	G000383735	296.7365412	D2star	174.32431726856493	11	queries
G001424305	G900107535	40.82015328	D2star	85.51063180535262	11	queries
G000218895	G001721645	135.02013619000002	D2star	160.79161986034282	11	queries
G000218895	G000416985	143.22847630999996	D2star	150.64854808085173	11	queries
G000786005	G001799745	269.67784799	D2star	282.35115330563315	11	queries
G000218895	G000020545	206.93026303	D2star	176.89483886520577	11	queries
G001458535	G001611675	198.73272836	D2star	256.1756184590105	11	queries
G001804315	G000830965	248.67360251	D2star	199.70239107581523	11	queries
G000012485	G000330745	280.95734795	us	265.90677	11	queries
G001508335	G001657315	260.26219027	us	289.649	11	queries
G001796315	G001796285	108.52445752	us	108.58705	11	queries
